"File Names",Article,References,Reviewer,Category,"String Cite"
"Nature 33","E. Marouli, M. Graff, C. Medina-Gomez, K. S. Lo, A. R. Wood, T. R. Kjaer, R. S. Fine, Y. C. Lu, C. Schurmann, H. M. Highland, S. Rueger, G. Thorleifsson, A. E. Justice, D. Lamparter, K. E. Stirrups, V. Turcot, K. L. Young, T. W. Winkler, T. Esko, T. Karaderi, A. E. Locke, N. G. D. Masca, M. C. Y. Ng, P. Mudgal, M. A. Rivas, S. Vedantam, A. Mahajan, X. Q. Guo, G. Abecasis, K. K. Aben, L. S. Adair, D. S. Alam, E. Albrecht, K. H. Allin, M. Allison, P. Amouyel, E. V. Appel, D. Arveiler, F. W. Asselbergs, P. L. Auer, B. Balkau, B. Banas, L. E. Bang, M. Benn, S. Bergmann, L. F. Bielak, M. Bluher, H. Boeing, E. Boerwinkle, C. A. Boger, L. L. Bonnycastle, J. Bork-Jensen, M. L. Bots, E. P. Bottinger, D. W. Bowden, I. Brandslund, G. Breen, M. H. Brilliant, L. Broer, A. A. Burt, A. S. Butterworth, D. J. Carey, M. J. Caulfield, J. C. Chambers, D. I. Chasman, Y. D. I. Chen, R. Chowdhury, C. Christensen, A. Y. Chu, M. Cocca, F. S. Collins, J. P. Cook, J. Corley, J. C. Galbany, A. J. Cox, G. Cuellar-Partida, J. Danesh, G. Davies, P. I. W. de Bakker, G. J. de Borst, S. de Denus, M. C. H. de Groot, R. de Mutsert, I. J. Deary, G. Dedoussis, E. W. Demerath, A. I. den Hollander, J. G. Dennis, E. Di Angelantonio, F. Drenos, M. M. Du, A. M. Dunning, D. F. Easton, T. Ebeling, T. L. Edwards, P. T. Ellinor, P. Elliott, E. Evangelou, A. E. Farmaki, J. D. Faul, M. F. Feitosa, S. Feng, E. Ferrannini, M. M. Ferrario, J. Ferrieres, J. C. Florez, I. Ford, M. Fornage, P. W. Franks, R. Frikke-Schmidt, T. E. Galesloot, W. Gan, I. Gandin, P. Gasparini, V. Giedraitis, A. Giri, G. Girotto, S. D. Gordon, P. Gordon-Larsen, M. Gorski, N. Grarup, M. L. Grove, V. Gudnason, S. Gustafsson, T. Hansen, K. M. Harris, T. B. Harris, A. T. Hattersley, C. Hayward, L. He, I. M. Heid, K. Heikkila, O. Helgeland, J. Hernesniemi, A. W. Hewitt, L. J. Hocking, M. Hollensted, O. L. Holmen, G. K. Hovingh, J. M. M. Howson, C. B. Hoyng, P. L. Huang, K. Hveem, M. A. Ikram, E. Ingelsson, A. U. Jackson, J. H. Jansson, G. P. Jarvik, G. B. Jensen, M. A. Jhun, Y. C. Jia, X. J. Jiang, S. Johansson, M. E. Jorgensen, T. Jorgensen, P. Jousilahti, J. W. Jukema, B. Kahali, R. S. Kahn, M. Kahonen, P. R. Kamstrup, S. Kanoni, J. Kaprio, M. Karaleftheri, S. L. R. Kardia, F. Karpe, F. Kee, R. Keeman, L. A. Kiemeney, H. Kitajima, K. B. Kluivers, T. Kocher, P. Komulainen, J. Kontto, J. S. Kooner, C. Kooperberg, P. Kovacs, J. Kriebel, H. Kuivaniemi, S. Kury, J. Kuusisto, M. La Bianca, M. Laakso, T. A. Lakka, E. M. Lange, L. A. Lange, C. D. Langefeld, C. Langenberg, E. B. Larson, I. T. Lee, T. Lehtimaki, C. E. Lewis, H. X. Li, J. Li, R. Li-Gao, H. H. Lin, L. A. Lin, X. Lin, L. Lind, J. Lindstrom, A. Linneberg, Y. H. Liu, Y. M. Liu, A. Lophatananon, J. Luan, S. A. Lubitz, L. P. Lyytikainen, D. A. Mackey, P. A. F. Madden, A. K. Manning, S. Mannisto, G. Marenne, J. Marten, N. G. Martin, A. L. Mazul, K. Meidtner, A. Metspalu, P. Mitchell, K. L. Mohlke, D. O. Mook-Kanamori, A. Morgan, A. D. Morris, A. P. Morris, M. Muller-Nurasyid, P. B. Munroe, M. A. Nalls, M. Nauck, C. P. Nelson, M. Neville, S. F. Nielsen, K. Nikus, P. R. Njolstad, B. G. Nordestgaard, I. Ntalla, J. R. O'Connel, H. Oksa, L. M. O. Loohuis, R. A. Ophoff, K. R. Owen, C. J. Packard, S. Padmanabhan, C. N. A. Palmer, G. Pasterkamp, A. P. Patel, A. Pattie, O. Pedersen, P. L. Peissig, G. M. Peloso, C. E. Pennell, M. Perola, J. A. Perry, J. R. B. Perry, T. N. Person, A. Pirie, O. Polasek, D. Posthuma, O. T. Raitakari, A. Rasheed, R. Rauramaa, D. F. Reilly, A. P. Reiner, F. Renstrom, P. M. Ridker, J. D. Rioux, N. Robertson, A. Robino, O. Rolandsson, I. Rudan, K. S. Ruth, D. Saleheen, V. Salomaa, N. J. Samani, K. Sandow, Y. Sapkota, N. Sattar, M. K. Schmidt, P. J. Schreiner, M. B. Schulze, R. A. Scott, M. P. Segura-Lepe, S. Shah, X. L. Sim, S. Sivapalaratnam, K. S. Small, A. V. Smith, J. A. Smith, L. Southam, T. D. Spector, E. K. Speliotes, J. M. Starr, V. Steinthorsdottir, H. M. Stringham, M. Stumvoll, P. Surendran, L. M. t Hart, K. E. Tansey, J. C. Tardif, K. D. Taylor, A. Teumer, D. J. Thompson, U. Thorsteinsdottir, B. H. Thuesen, A. Tonjes, G. Tromp, S. Trompet, E. Tsafantakis, J. Tuomilehto, A. Tybjaerg-Hansen, J. P. Tyrer, R. Uher, A. G. Uitterlinden, S. Ulivi, S. W. van der Laan, A. R. Van Der Leij, C. M. van Duijn, N. M. van Schoor, J. van Setten, A. Varbo, T. V. Varga, R. Varma, D. R. V. Edwards, S. H. Vermeulen, H. Vestergaard, V. Vitart, T. F. Vogt, D. Vozzi, M. Walker, F. J. Wang, C. A. Wang, S. Wang, Y. Q. Wang, N. J. Wareham, H. R. Warren, J. Wessel, S. M. Willems, J. G. Wilson, D. R. Witte, M. O. Woods, Y. Wu, H. Yaghootkar, J. Yao, P. Yao, L. M. Yerges-Armstrong, R. Young, E. Zeggini, X. W. Zhan, W. H. Zhang, J. H. Zhao, W. Zhao, H. Zheng, W. Zhou, J. I. Rotter, M. Boehnke, S. Kathiresan, M. I. McCarthy, C. J. Willer, K. Stefansson, I. B. Borecki, D. J. Liu, K. E. North, N. L. Heard-Costa, T. H. Pers, C. M. Lindgren, C. Oxvig, Z. Kutalik, F. Rivadeneira, R. J. F. Loos, T. M. Frayling, J. N. Hirschhorn, P. Deloukas, G. Lettre, E. P.-I. Consortium, E.-C. Consortium, C. H. D. E. Consortium, B. P. C. Exome, T. D.-G. Consortium, T. D. G. C. Go, C. Global Lipids Genetics, C. ReproGen and M. Investigators	2017	Rare and low-frequency coding variants alter human adult height		Nature			542		7640	186-190					Feb			Rare and low-frequency coding variants alter human adult height		0028-0836												WOS:000393737500031					Times Cited: 129","     Silventoinen K, 2003, TWIN RES, V6, P399, DOI 10.1375/twin.6.5.399",Aaron,"Fully Substantiated",Yes
"Nature 34","F. D. E. Melo, A. V. Kurtova, J. M. Harnoss, N. Kljavin, J. D. Hoeck, J. Hung, J. E. Anderson, E. E. Storm, Z. Modrusan, H. Koeppen, G. J. P. Dijkgraaf, R. Piskol and F. J. de Sauvage	2017	A distinct role for Lgr5(+) stem cells in primary and metastatic colon cancer		Nature			543		7647	676-+					Mar			A distinct role for Lgr5(+) stem cells in primary and metastatic colon cancer		0028-0836												WOS:000397619700047					Times Cited: 126","     Law CW, 2014, GENOME BIOL, V15, DOI 10.1186/gb-2014-15-2-r29",Neal,"Impossible to Substantiate",No
"Nature 35","Y. Nakada, D. C. Canseco, S. Thet, S. Abdisalaam, A. Asaithamby, C. X. Santos, A. M. Shah, H. Zhang, J. E. Faber, M. T. Kinter, L. I. Szweda, C. Xing, Z. P. Hu, R. J. Deberardinis, G. Schiattarella, J. A. Hill, O. Oz, Z. G. Lu, C. C. Zhang, W. Kimura and H. A. Sadek	2017	Hypoxia induces heart regeneration in adult mice		Nature			541		7636	222-+					Jan			Hypoxia induces heart regeneration in adult mice		0028-0836												WOS:000396125500042					Times Cited: 111","     Poleshko AG, 2014, B EXP BIOL MED+, V157, P167, DOI 10.1007/s10517-014-2516-y",Aaron,"Fully Substantiated",No
"Nature 36","A. J. Neel, M. J. Hilton, M. S. Sigman and F. D. Toste	2017	Exploiting non-covalent pi interactions for catalyst design		Nature			543		7647	637-646					Mar			Exploiting non-covalent pi interactions for catalyst design		0028-0836												WOS:000397619700042					Times Cited: 119","     Kirby AJ, 1996, ANGEW CHEM INT EDIT, V35, P707",Neal,"Fully Substantiated",Yes
"Nature 37","P. A. Northcott, I. Buchhalter, A. S. Morrissy, V. Hovestadt, J. Weischenfeldt, T. Ehrenberger, S. Grobner, M. Segura-Wang, T. Zichner, V. A. Rudneva, H. J. Warnatz, N. Sidiropoulos, A. H. Phillips, S. Schumacher, K. Kleinheinz, S. M. Waszak, S. Erkek, D. T. W. Jones, B. C. Worst, M. Kool, M. Zapatka, N. Jager, L. Chavez, B. Hutter, M. Bieg, N. Paramasivam, M. Heinold, Z. G. Gu, N. Ishaque, C. Jager-Schmidt, C. D. Imbusch, A. Jugold, D. Hubschmann, T. Risch, V. Amstislavskiy, F. G. R. Gonzalez, U. D. Weber, S. Wolf, G. W. Robinson, X. Zhou, G. Wu, D. Finkelstein, Y. L. Liu, F. M. G. Cavalli, B. Luu, V. Ramaswamy, X. C. Wu, J. Koster, M. Ryzhova, Y. J. Cho, S. L. Pomeroy, C. Herold-Mende, M. Schuhmann, M. Ebinger, L. M. Liau, J. Mora, E. McLendon, N. Jabado, T. Kumabe, E. Chuah, Y. Ma, R. A. Moore, A. J. Mungall, K. L. Mungall, N. Thiessen, K. Tse, T. Wong, S. J. M. Jones, O. Witt, T. Milde, A. Von Deimling, D. Capper, A. Korshunov, M. L. Yaspo, R. Kriwacki, A. Gajjar, J. H. Zhang, R. Beroukhim, E. Fraenkel, J. O. Korbel, B. Brors, M. Schlesner, R. Eils, M. A. Marra, S. M. Pfister, M. D. Taylor and P. Lichter	2017	The whole-genome landscape of medulloblastoma subtypes		Nature			547		7663	311-+					Jul			The whole-genome landscape of medulloblastoma subtypes		0028-0836												WOS:000405844900026					Times Cited: 114","     Parsons DW, 2011, SCIENCE, V331, P435, DOI 10.1126/science.1198056",Aaron,"Partially Substantiated",Yes
"Nature 38","S. J. Patel, N. E. Sanjana, R. J. Kishton, A. Eidizadeh, S. K. Vodnala, M. Cam, J. J. Gartner, L. Jia, S. M. Steinberg, T. N. Yamamoto, A. S. Merchant, G. U. Mehta, A. Chichura, O. Shalem, E. Tran, R. Eil, M. Sukumar, E. P. Guijarro, C. P. Day, P. Robbins, S. Feldman, G. Merlino, F. Zhang and N. P. Restifo	2017	Identification of essential genes for cancer immunotherapy		Nature			548		7669	537-+					Aug			Identification of essential genes for cancer immunotherapy		0028-0836												WOS:000408703100028					Times Cited: 123","     Bolger AM, 2014, BIOINFORMATICS, V30, P2114, DOI 10.1093/bioinformatics/btu170",Neal,"Impossible to Substantiate",No
"Nature 39","S. J. Patel, N. E. Sanjana, R. J. Kishton, A. Eidizadeh, S. K. Vodnala, M. Cam, J. J. Gartner, L. Jia, S. M. Steinberg, T. N. Yamamoto, A. S. Merchant, G. U. Mehta, A. Chichura, O. Shalem, E. Tran, R. Eil, M. Sukumar, E. P. Guijarro, C. P. Day, P. Robbins, S. Feldman, G. Merlino, F. Zhang and N. P. Restifo	2017	Identification of essential genes for cancer immunotherapy		Nature			548		7669	537-+					Aug			Identification of essential genes for cancer immunotherapy		0028-0836												WOS:000408703100028					Times Cited: 123","     Wan YW, 2016, BIOINFORMATICS, V32, P952, DOI 10.1093/bioinformatics/btv677",Aaron,"Impossible to Substantiate",No
"Nature 40","E. Pian, P. D'Avanzo, S. B. Enetti, M. Branchesi, E. B. Rocato, S. Campana, E. Cappellaro, S. Covino, V. D'Elia, J. P. U. Fynbo, F. Getman, G. Ghirlanda, G. Ghisellini, A. Grado, G. Greco, J. Hjorth, C. Kouveliotou, A. Levan, L. Limatola, D. M. Alesani, P. A. M. Azzali, A. M. Elandri, P. M. Oller, L. N. Icastro, E. Palazzi, S. Piranomonte, A. Rossi, O. S. Salafia, J. Selsing, G. Stratta, M. Tanaka, N. R. Tanvir, L. Tomasella, D. Watson, S. Yang, L. Amati, L. A. Antonelli, S. Ascenzi, M. G. B. Ernardini, M. Boer, F. B. Ufano, A. B. Ulgarelli, M. Capaccioli, P. Casella, A. J. Castro-Tirado, E. Chassande-Mottin, R. Ciolfi, C. M. Copperwheat, M. Dadina, G. De Cesare, A. Di Paola, Y. Z. Fan, B. Gendre, G. Giuffrida, A. Giunta, L. K. Hunt, G. L. Israel, Z. P. Jin, M. M. Kasliwal, S. Klose, M. Lisi, F. Longo, E. M. Aiorano, M. M. Apelli, N. M. Asetti, L. N. Ava, B. Patricelli, D. Perley, A. Pescalli, T. Piran, A. Possenti, L. Pulone, M. R. Azzano, R. Salvaterra, P. Schipani, M. Spera, A. Stamerra, L. Stella, G. Tagliaferri, V. Testa, E. Troja, M. Turatto, S. D. V. Ergani and D. V. Ergani	2017	Spectroscopic identification of r-process nucleosynthesis in a double neutron-star merger		Nature			551		7678	67-+					Nov			Spectroscopic identification of r-process nucleosynthesis in a double neutron-star merger		0028-0836												WOS:000414222900045					Times Cited: 149","     Kasen D, 2015, MON NOT R ASTRON SOC, V450, P1777, DOI 10.1093/mnras/stv721",Neal,"Fully Substantiated",yes
"Nature 41","W. Qiang, W. M. Yau, J. X. Lu, J. Collinge and R. Tycko	2017	Structural variation in amyloid-beta fibrils from Alzheimer's disease clinical subtypes		Nature			541		7636	217-+					Jan			Structural variation in amyloid-beta fibrils from Alzheimer's disease clinical subtypes		0028-0836												WOS:000396125500041					Times Cited: 118","     Tang-Wai DF, 2004, NEUROLOGY, V63, P1168, DOI 10.1212/01.WNL.0000140289.18472.15",Aaron,"Fully Substantiated",No
"Nature 42","G. Quadrato, T. Nguyen, E. Z. Macosko, J. L. Sherwood, S. M. Yang, D. R. Berger, N. Maria, J. Scholvin, M. Goldman, J. P. Kinney, E. S. Boyden, J. W. Lichtman, Z. M. Williams, S. A. McCarroll and P. Arlotta	2017	Cell diversity and network dynamics in photosensitive human brain organoids		Nature			545		7652	48-+					May			Cell diversity and network dynamics in photosensitive human brain organoids		0028-0836												WOS:000400480400028					Times Cited: 127","     Scholvin J, 2016, IEEE T BIO-MED ENG, V63, P120, DOI 10.1109/TBME.2015.2406113",Neal,"Impossible to Substantiate",No
"Nature 43","D. Silver, J. Schrittwieser, K. Simonyan, I. Antonoglou, A. Huang, A. Guez, T. Hubert, L. Baker, M. Lai, A. Bolton, Y. T. Chen, T. Lillicrap, F. Hui, L. Sifre, G. van den Driessche, T. Graepel and D. Hassabis	2017	Mastering the game of Go without human knowledge		Nature			550		7676	354-+					Oct			Mastering the game of Go without human knowledge		0028-0836												WOS:000413247900053					Times Cited: 413","     Silver D., 2013, P 30 INT C MACH LEAR, V28, P924",Aaron,"Fully Substantiated",Yes
"Nature 44","T. J. Stevens, D. Lando, S. Basu, L. P. Atkinson, Y. Cao, S. F. Lee, M. Leeb, K. J. Wohlfahrt, W. Boucher, A. O'Shaughnessy-Kirwan, J. Cramard, A. J. Faure, M. Ralser, E. Blanco, L. Morey, M. Sanso, M. G. S. Palayret, B. Lehner, L. Di Croce, A. Wutz, B. Hendrich, D. Klenerman and E. D. Laue	2017	3D structures of individual mammalian genomes studied by single-cell Hi-C		Nature			544		7648	59-+					Apr			3D structures of individual mammalian genomes studied by single-cell Hi-C		0028-0836												WOS:000398323300032					Times Cited: 134","     Zhang W, 2016, J MOL BIOL, V428, P2931, DOI 10.1016/j.jmb.2016.04.025",Neal,"Impossible to Substantiate",No
"Nature 45","L. R. Thompson, J. G. Sanders, D. McDonald, A. Amir, J. Ladau, K. J. Locey, R. J. Prill, A. Tripathi, S. M. Gibbons, G. Ackermann, J. A. Navas-Molina, S. Janssen, E. Kopylova, Y. Vazquez-Baeza, A. Gonzalez, J. T. Morton, S. Mirarab, Z. Z. Xu, L. J. Jiang, M. F. Haroon, J. Kanbar, Q. J. Zhu, S. J. Song, T. Kosciolek, N. A. Bokulich, J. Lefler, C. J. Brislawn, G. Humphrey, S. M. Owens, J. Hampton-Marcell, D. Berg-Lyons, V. McKenzie, N. Fierer, J. A. Fuhrman, A. Clauset, R. L. Stevens, A. Shade, K. S. Pollard, K. D. Goodwin, J. K. Jansson, J. A. Gilbert, R. Knight, J. L. A. Rivera, L. Al-Moosawi, J. Alverdy, K. R. Amato, J. Andras, L. T. Angenent, D. A. Antonopoulos, A. Apprill, D. Armitage, K. Ballantine, J. Barta, J. K. Baum, A. Berry, A. Bhatnagar, M. Bhatnagar, J. F. Biddle, L. Bittner, B. Boldgiv, E. Bottos, D. M. Boyer, J. Braun, W. Brazelton, F. Q. Brearley, A. H. Campbell, J. G. Caporaso, C. Cardona, J. Carroll, S. C. Cary, B. B. Casper, T. C. Charles, H. Y. Chu, D. C. Claar, R. G. Clark, J. B. Clayton, J. C. Clemente, A. Cochran, M. L. Coleman, G. Collins, R. R. Colwell, M. Contreras, B. B. Crary, S. Creer, D. A. Cristol, B. C. Crump, D. Y. Cui, S. E. Daly, L. Davalos, R. D. Dawson, J. Defazio, F. Delsuc, H. M. Dionisi, M. G. Dominguez-Bello, R. Dowell, E. A. Dubinsky, P. O. Dunn, D. Ercolini, R. E. Espinoza, V. Ezenwa, N. Fenner, H. S. Findlay, I. D. Fleming, F. Vincenzo, A. Forsman, C. Freeman, E. S. Friedman, G. Galindo, L. Garcia, M. A. Garcia-Amado, D. Garshelis, R. B. Gasser, G. Gerdts, M. K. Gibson, I. Gifford, R. T. Gill, T. Giray, A. Gittel, P. Golyshin, D. L. Gong, H. P. Grossart, K. Guyton, S. J. Haig, V. Hale, R. S. Hall, S. J. Hallam, K. M. Handley, N. A. Hasan, S. R. Haydon, J. E. Hickman, G. Hidalgo, K. S. Hofmockel, J. Hooker, S. Hulth, J. Hultman, E. Hyde, J. D. Ibanez-Alamo, J. D. Jastrow, A. R. Jex, L. S. Johnson, E. R. Johnston, S. Joseph, S. D. Jurburg, D. Jurelevicius, A. Karlsson, R. Karlsson, S. Kauppinen, C. T. E. Kellogg, S. J. Kennedy, L. J. Kerkhof, G. M. King, G. W. Kling, A. V. Koehler, M. Krezalek, J. Kueneman, R. Lamendella, E. M. Landon, K. Lane-deGraaf, J. LaRoche, P. Larsen, B. Laverock, S. Lax, M. Lentino, Levin, II, P. Liancourt, W. J. Liang, A. M. Linz, D. A. Lipson, Y. Q. Liu, M. E. Lladser, M. Lozada, C. M. Spirito, W. P. MacCormack, A. MacRae-Crerar, M. Magris, A. M. Martin-Platero, M. Martin-Vivaldi, L. M. Martinez, M. Martinez-Bueno, E. M. Marzinelli, O. U. Mason, G. D. Mayer, J. M. McDevitt-Irwin, J. E. McDonald, K. L. McGuire, K. D. McMahon, R. McMinds, M. Medina, J. R. Mendelson, J. L. Metcalf, F. Meyer, F. Michelangeli, K. Miller, D. A. Mills, J. Minich, S. Mocali, L. Moitinho-Silva, A. Moore, R. M. Morgan-Kiss, P. Munroe, D. Myrold, J. D. Neufeld, Y. Y. Ni, G. W. Nicol, S. Nielsen, J. I. Nissimov, K. F. Niu, M. J. Nolan, K. Noyce, S. L. O'Brien, N. Okamoto, L. Orlando, Y. O. Castellano, O. Osuolale, W. Oswald, J. Parnell, J. M. Peralta-Sanchez, P. Petraitis, C. Pfister, E. Pilon-Smits, P. Piombino, S. B. Pointing, F. J. Pollock, C. Potter, B. Prithiviraj, C. Quince, A. Rani, R. Ranjan, S. Rao, A. P. Rees, M. Richardson, U. Riebesell, C. Robinson, K. J. Rockne, S. M. Rodriguezl, F. Rohwer, W. Roundstone, R. J. Safran, N. Sangwan, V. Sanz, M. Schrenk, M. D. Schrenzel, N. M. Scott, R. L. Seger, A. Seguin-Orlando, L. Seldin, L. M. Seyler, B. Shakhsheer, G. M. Sheets, C. C. Shen, Y. Shi, H. D. Shin, B. D. Shogan, D. Shutler, J. Siegel, S. Simmons, S. Sjoling, D. P. Smith, J. J. Soler, M. Sperling, P. D. Steinberg, B. Stephens, M. A. Stevens, S. Taghavi, V. Tai, K. Tait, C. L. Tan, N. Tas, D. L. Taylor, T. Thomas, I. Timling, B. L. Turner, T. Urich, L. K. Ursell, D. van der Lelie, W. Van Treuren, L. van Zwieten, D. Vargas-Robles, R. V. Thurber, P. Vitaglione, D. A. Walker, W. A. Walters, S. Wang, T. Wang, T. Weaver, N. S. Webster, B. Wehrle, P. Weisenhorn, S. Weiss, J. J. Werner, K. West, A. Whitehead, S. R. Whitehead, L. A. Whittingham, E. Willerslev, A. E. Williams, S. A. Wood, D. C. Woodhams, Y. Q. Yang, J. Zaneveld, I. Zarraonaindia, Q. K. Zhang, H. X. Zhao and C. Earth Microbiome Project	2017	A communal catalogue reveals Earth's multiscale microbial diversity		Nature			551		7681	457-+					Nov			A communal catalogue reveals Earth's multiscale microbial diversity		0028-0836												WOS:000416043700036					Times Cited: 164","     Almeida-Neto M, 2008, OIKOS, V117, P1227, DOI 10.1111/j.0030-1299.2008.16644.x",Aaron,"Impossible to Substantiate",No
"Nature 46","S. Wahl, A. Drong, B. Lehne, M. Loh, W. R. Scott, S. Kunze, P. C. Tsai, J. S. Ried, W. H. Zhang, Y. W. Yang, S. L. Tan, G. Fiorito, L. Franke, S. Guarrera, S. Kasela, J. Kriebel, R. C. Richmond, M. Adamo, U. Afzal, M. Ala-Korpela, B. Albetti, O. Ammerpohl, J. F. Apperley, M. Beekman, P. A. Bertazzi, S. L. Black, C. Blancher, M. J. Bonder, M. Brosch, M. Carstensen-Kirberg, A. J. M. de Craen, S. de Lusignan, A. Dehghan, M. Elkalaawy, K. Fischer, O. H. Franco, T. R. Gaunt, J. Hampe, M. Hashemi, A. Isaacs, A. Jenkinson, S. Jha, N. Kato, V. Krogh, M. Laffan, C. Meisinger, T. Meitinger, Z. Y. Mok, V. Motta, H. K. Ng, Z. Nikolakopoulou, G. Nteliopoulos, S. Panico, N. Pervjakova, H. Prokisch, W. Rathmann, M. Roden, F. Rota, M. A. Rozario, J. K. Sandling, C. Schafmayer, K. Schramm, R. Siebert, P. E. Slagboom, P. Soininen, L. Stolk, K. Strauch, E. S. Tai, L. Tarantini, B. Thorand, E. F. Tigchelaar, R. Tumino, A. G. Uitterlinden, C. van Duijn, J. B. J. van Meurs, P. Vineis, A. R. Wickremasinghe, C. Wijmenga, T. P. Yang, W. Yuan, A. Zhernakova, R. L. Batterham, G. D. Smith, P. Deloukas, B. T. Heijmans, C. Herder, A. Hofman, C. M. Lindgren, L. Milani, P. van der Harst, A. Peters, T. Illig, C. L. Relton, M. Waldenberger, M. R. Jarvelin, V. Bollati, R. Soong, T. D. Spector, J. Scott, M. I. McCarthy, P. Elliott, J. T. Bell, G. Matullo, C. Gieger, J. S. Kooner, H. Grallert and J. C. Chambers	2017	Epigenome-wide association study of body mass index, and the adverse outcomes of adiposity		Nature			541		7635	81-+					Jan			Epigenome-wide association study of body mass index, and the adverse outcomes of adiposity		0028-0836												WOS:000396119500033					Times Cited: 168","     Aron-Wisnewsky J, 2011, J CLIN ENDOCR METAB, V96, P1151, DOI 10.1210/jc.2010-2378",Neal,"Fully Substantiated",Yes
"Nature 47","K. Zaremba-Niedzwiedzka, E. F. Caceres, J. H. Saw, D. Backstrom, L. Juzokaite, E. Vancaester, K. W. Seitz, K. Anantharaman, P. Starnawski, K. U. Kjeldsen, M. B. Stott, T. Nunoura, J. F. Banfield, A. Schramm, B. J. Baker, A. Spang and T. J. G. Ettema	2017	Asgard archaea illuminate the origin of eukaryotic cellular complexity		Nature			541		7637	353-+					Jan			Asgard archaea illuminate the origin of eukaryotic cellular complexity		0028-0836												WOS:000396128800034					Times Cited: 166","     Raiborg C, 2009, NATURE, V458, P445, DOI 10.1038/nature07961",Aaron,"Fully Substantiated",No
"Nature 48","K. Zaremba-Niedzwiedzka, E. F. Caceres, J. H. Saw, D. Backstrom, L. Juzokaite, E. Vancaester, K. W. Seitz, K. Anantharaman, P. Starnawski, K. U. Kjeldsen, M. B. Stott, T. Nunoura, J. F. Banfield, A. Schramm, B. J. Baker, A. Spang and T. J. G. Ettema	2017	Asgard archaea illuminate the origin of eukaryotic cellular complexity		Nature			541		7637	353-+					Jan			Asgard archaea illuminate the origin of eukaryotic cellular complexity		0028-0836												WOS:000396128800034					Times Cited: 166","     Seitz KW, 2016, ISME J, V10, P1696, DOI 10.1038/ismej.2015.233",Neal,"Fully Substantiated",No
"Nature 49","Q. Zhang, X. J. Jiang, D. Tong, S. J. Davis, H. Y. Zhao, G. N. Geng, T. Feng, B. Zheng, Z. F. Lu, D. G. Streets, R. J. Ni, M. Brauer, A. van Donkelaar, R. V. Martin, H. Huo, Z. Liu, D. Pan, H. D. Kan, Y. Y. Yan, J. T. Lin, K. B. He and D. B. Guan	2017	Transboundary health impacts of transported global air pollution and international trade		Nature			543		7647	705-+					Mar			Transboundary health impacts of transported global air pollution and international trade		0028-0836												WOS:000397619700053					Times Cited: 128","     Anenberg SC, 2009, ENVIRON SCI TECHNOL, V43, P6482, DOI 10.1021/es900518z",Aaron,"Fully Substantiated",Yes
"Nature 50","Q. Zhang, X. J. Jiang, D. Tong, S. J. Davis, H. Y. Zhao, G. N. Geng, T. Feng, B. Zheng, Z. F. Lu, D. G. Streets, R. J. Ni, M. Brauer, A. van Donkelaar, R. V. Martin, H. Huo, Z. Liu, D. Pan, H. D. Kan, Y. Y. Yan, J. T. Lin, K. B. He and D. B. Guan	2017	Transboundary health impacts of transported global air pollution and international trade		Nature			543		7647	705-+					Mar			Transboundary health impacts of transported global air pollution and international trade		0028-0836												WOS:000397619700053					Times Cited: 128","     Dentener F., 2010, AIR POLLUTION STUDIE",Neal,"Fully Substantiated",Yes
